EMSR_AOI,folderPath,startDate,endDate,sizeImage,burnedPixel,cloudPixel,countOverlap,percentageCloud,percentageOverlap,Type
EMSR408_AOI05_26,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_26,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3095684,2621686,49654,49654,1.6,1.89,DEL
EMSR408_AOI05_23,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_23,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3109800,66694,6104,0,0.2,0.0,DEL
EMSR408_AOI05_06,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_06,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3086473,651897,0,0,0.0,0.0,DEL
EMSR408_AOI05_18,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_18,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3084950,392130,0,0,0.0,0.0,DEL
EMSR408_AOI05_14,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_14,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3095498,3076511,79177,78855,2.56,2.56,DEL
EMSR408_AOI05_15,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_15,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3100832,3100816,414063,414063,13.35,13.35,DEL
EMSR408_AOI05_22,../../data/dataSuboptimal/smoke/EMSR408/AOI05/EMSR408_AOI05_22,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3104475,707814,6807,6712,0.22,0.95,DEL
EMSR408_AOI12_01,../../data/dataSuboptimal/smoke/EMSR408/AOI12/EMSR408_AOI12_01,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,2057380,2045712,0,0,0.0,0.0,DEL
EMSR408_AOI12_02,../../data/dataSuboptimal/smoke/EMSR408/AOI12/EMSR408_AOI12_02,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,2059512,1070708,0,0,0.0,0.0,DEL
EMSR408_AOI02_01,../../data/dataSuboptimal/smoke/EMSR408/AOI02/EMSR408_AOI02_01,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,2103620,12443,116,0,0.01,0.0,GRA
EMSR408_AOI02_02,../../data/dataSuboptimal/smoke/EMSR408/AOI02/EMSR408_AOI02_02,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,2106480,49691,2801,2222,0.13,4.47,GRA
EMSR408_AOI03_04,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_04,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3599910,488317,930,634,0.03,0.13,DEL
EMSR408_AOI03_09,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_09,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3611760,1430371,0,0,0.0,0.0,DEL
EMSR408_AOI03_10,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_10,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3603680,68836,0,0,0.0,0.0,DEL
EMSR408_AOI03_08,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_08,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3604608,2588,0,0,0.0,0.0,DEL
EMSR408_AOI03_07,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_07,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3599244,306169,0,0,0.0,0.0,DEL
EMSR408_AOI03_12,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_12,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3602963,36038,0,0,0.0,0.0,DEL
EMSR408_AOI03_06,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_06,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3610656,670904,0,0,0.0,0.0,DEL
EMSR408_AOI03_03,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_03,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3613335,4119,53,0,0.0,0.0,DEL
EMSR408_AOI03_01,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_01,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3602565,31606,347628,597,9.65,1.89,DEL
EMSR408_AOI03_13,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_13,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3608306,219705,47,0,0.0,0.0,DEL
EMSR408_AOI03_02,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_02,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3607950,110063,34853,1768,0.97,1.61,DEL
EMSR408_AOI03_05,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_05,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3605283,677040,4,0,0.0,0.0,DEL
EMSR408_AOI03_11,../../data/dataSuboptimal/smoke/EMSR408/AOI03/EMSR408_AOI03_11,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3609032,835200,0,0,0.0,0.0,DEL
EMSR408_AOI04_03,../../data/dataSuboptimal/smoke/EMSR408/AOI04/EMSR408_AOI04_03,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3063520,1764819,43,43,0.0,0.0,DEL
EMSR408_AOI04_04,../../data/dataSuboptimal/smoke/EMSR408/AOI04/EMSR408_AOI04_04,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3068440,1941715,246,8,0.01,0.0,DEL
EMSR408_AOI04_02,../../data/dataSuboptimal/smoke/EMSR408/AOI04/EMSR408_AOI04_02,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3070767,1590829,777,0,0.03,0.0,DEL
EMSR408_AOI04_06,../../data/dataSuboptimal/smoke/EMSR408/AOI04/EMSR408_AOI04_06,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3067738,124994,892,0,0.03,0.0,DEL
EMSR408_AOI04_05,../../data/dataSuboptimal/smoke/EMSR408/AOI04/EMSR408_AOI04_05,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3062827,390435,1247,0,0.04,0.0,DEL
EMSR408_AOI04_01,../../data/dataSuboptimal/smoke/EMSR408/AOI04/EMSR408_AOI04_01,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3065838,673407,0,0,0.0,0.0,DEL
EMSR408_AOI07_31,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_31,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3191202,0,52,0,0.0,0,DEL
EMSR408_AOI07_34,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_34,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3207456,0,4169,0,0.13,0,DEL
EMSR408_AOI07_33,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_33,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3202038,0,0,0,0.0,0,DEL
EMSR408_AOI07_07,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_07,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3190590,215888,4292,56,0.13,0.03,DEL
EMSR408_AOI07_20,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_20,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3196368,930501,28168,6391,0.88,0.69,DEL
EMSR408_AOI07_29,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_29,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3212784,269764,0,0,0.0,0.0,DEL
EMSR408_AOI07_23,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_23,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3212676,308423,0,0,0.0,0.0,DEL
EMSR408_AOI07_18,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_18,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3185496,8786,13065,0,0.41,0.0,DEL
EMSR408_AOI07_14,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_14,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3196215,1834390,349,0,0.01,0.0,DEL
EMSR408_AOI07_06,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_06,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3185136,14967,11221,0,0.35,0.0,DEL
EMSR408_AOI07_10,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_10,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3206952,1322488,0,0,0.0,0.0,DEL
EMSR408_AOI07_22,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_22,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3207240,854204,0,0,0.0,0.0,DEL
EMSR408_AOI07_16,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_16,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3207105,2712981,13,13,0.0,0.0,DEL
EMSR408_AOI07_17,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_17,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3212550,2095703,0,0,0.0,0.0,DEL
EMSR408_AOI07_32,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_32,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3196620,0,0,0,0.0,0,DEL
EMSR408_AOI07_24,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_24,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3185649,0,199,0,0.01,0,DEL
EMSR408_AOI07_35,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_35,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3212874,0,0,0,0.0,0,DEL
EMSR408_AOI07_19,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_19,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3190932,672865,2568,0,0.08,0.0,DEL
EMSR408_AOI07_11,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_11,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3212406,1141258,0,0,0.0,0.0,DEL
EMSR408_AOI07_30,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_30,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3185784,0,1375,0,0.04,0,DEL
EMSR408_AOI07_15,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_15,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3201660,2579270,540,540,0.02,0.02,DEL
EMSR408_AOI07_21,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_21,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3201804,962223,0,0,0.0,0.0,DEL
EMSR408_AOI07_09,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_09,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3201498,3141491,0,0,0.0,0.0,DEL
EMSR408_AOI07_28,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_28,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3207357,47330,18102,0,0.56,0.0,DEL
EMSR408_AOI07_01,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_01,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3190392,0,76658,0,2.4,0,DEL
EMSR408_AOI07_26,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_26,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3196503,247563,176895,0,5.53,0.0,DEL
EMSR408_AOI07_08,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_08,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3196044,1525321,0,0,0.0,0.0,DEL
EMSR408_AOI07_04,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_04,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3206781,1125017,8000,210,0.25,0.02,DEL
EMSR408_AOI07_05,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_05,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3214065,0,0,0,0.0,0,DEL
EMSR408_AOI07_02,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_02,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3195855,195108,2,0,0.0,0.0,DEL
EMSR408_AOI07_03,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_03,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3201318,1595604,0,0,0.0,0.0,DEL
EMSR408_AOI07_12,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_12,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3185325,389513,158065,0,4.96,0.0,DEL
EMSR408_AOI07_25,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_25,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3191076,1063,9247,0,0.29,0.0,DEL
EMSR408_AOI07_27,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_27,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3201930,203643,2071,0,0.06,0.0,DEL
EMSR408_AOI07_13,../../data/dataSuboptimal/smoke/EMSR408/AOI07/EMSR408_AOI07_13,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3190770,264473,11511,0,0.36,0.0,DEL
EMSR408_AOI14_01,../../data/dataSuboptimal/smoke/EMSR408/AOI14/EMSR408_AOI14_01,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z,3997760,2841076,57,57,0.0,0.0,DEL
EMSR571_AOI01_01,../../data/dataSuboptimal/smoke/EMSR571/AOI01/EMSR571_AOI01_01,2022-03-25T20:00:00Z,2022-04-24T20:00:00Z,2036168,799449,152436,126430,7.49,15.81,GRA
EMSR571_AOI01_01,../../data/dataSuboptimal/smoke/EMSR571/AOI01/EMSR571_AOI01_01,2022-03-25T20:00:00Z,2022-04-24T20:00:00Z,2036168,270337,152436,91980,7.49,34.02,DEL
EMSR571_AOI02_01,../../data/dataSuboptimal/smoke/EMSR571/AOI02/EMSR571_AOI02_01,2022-03-25T20:00:00Z,2022-04-24T20:00:00Z,681108,267534,71497,9665,10.5,3.61,DEL
EMSR578_AOI01_01,../../data/dataSuboptimal/smoke/EMSR578/AOI01/EMSR578_AOI01_01,2022-06-16T13:00:00Z,2022-07-16T13:00:00Z,2431738,268782,46500,5731,1.91,2.13,GRA
EMSR578_AOI01_01,../../data/dataSuboptimal/smoke/EMSR578/AOI01/EMSR578_AOI01_01,2022-06-16T13:00:00Z,2022-07-16T13:00:00Z,2431738,149850,46500,458,1.91,0.31,DEL
EMSR578_AOI02_01,../../data/dataSuboptimal/smoke/EMSR578/AOI02/EMSR578_AOI02_01,2022-06-16T13:00:00Z,2022-07-16T13:00:00Z,756224,31326,0,0,0.0,0.0,GRA
EMSR578_AOI02_01,../../data/dataSuboptimal/smoke/EMSR578/AOI02/EMSR578_AOI02_01,2022-06-16T13:00:00Z,2022-07-16T13:00:00Z,756224,27565,0,0,0.0,0.0,DEL
EMSR387_AOI01_54,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_54,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3650240,885448,3452,0,0.09,0.0,DEL
EMSR387_AOI01_49,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_49,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3652192,10638,5049,0,0.14,0.0,DEL
EMSR387_AOI01_32,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_32,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3654448,61173,298,239,0.01,0.39,DEL
EMSR387_AOI01_35,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_35,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3646804,759512,134707,10877,3.69,1.43,DEL
EMSR387_AOI01_22,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_22,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3645134,24896,1908,222,0.05,0.89,DEL
EMSR387_AOI01_37,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_37,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3652426,874074,84913,6398,2.32,0.73,DEL
EMSR387_AOI01_23,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_23,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3648888,0,0,0,0.0,0,DEL
EMSR387_AOI01_15,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_15,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3639564,2211300,17215,3726,0.47,0.17,DEL
EMSR387_AOI01_25,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_25,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3633750,122833,64785,33,1.78,0.03,DEL
EMSR387_AOI01_12,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_12,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3645320,0,332078,0,9.11,0,DEL
EMSR387_AOI01_30,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_30,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3648750,683728,17125,2621,0.47,0.38,DEL
EMSR387_AOI01_02,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_02,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3639839,557401,24405,3893,0.67,0.7,DEL
EMSR387_AOI01_04,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_04,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3632211,0,145052,0,3.99,0,DEL
EMSR387_AOI01_59,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_59,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3648204,585411,124322,1197,3.41,0.2,DEL
EMSR387_AOI01_56,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_56,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3640732,66,0,0,0.0,0.0,DEL
EMSR387_AOI01_18,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_18,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3633872,205980,24579,25,0.68,0.01,DEL
EMSR387_AOI01_45,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_45,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3640966,127307,12526,0,0.34,0.0,DEL
EMSR387_AOI01_24,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_24,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3650765,0,0,0,0.0,0,DEL
EMSR387_AOI01_16,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_16,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3641442,131681,99995,0,2.75,0.0,DEL
EMSR387_AOI01_58,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_58,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3644468,2706803,4904,4904,0.13,0.18,DEL
EMSR387_AOI01_43,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_43,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3652350,0,48143,0,1.32,0,DEL
EMSR387_AOI01_07,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_07,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3641616,0,0,0,0.0,0,DEL
EMSR387_AOI01_63,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_63,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3644298,2229242,368,368,0.01,0.02,DEL
EMSR387_AOI01_08,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_08,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3634040,15667,290152,120,7.98,0.77,DEL
EMSR387_AOI01_55,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_55,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3653980,580188,23909,11115,0.65,1.92,DEL
EMSR387_AOI01_46,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_46,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3644708,1324105,301271,18336,8.27,1.38,DEL
EMSR387_AOI01_39,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_39,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3641040,0,5778,0,0.16,0,DEL
EMSR387_AOI01_14,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_14,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3635808,517687,90875,18895,2.5,3.65,DEL
EMSR387_AOI01_20,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_20,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3639503,695484,47474,3744,1.3,0.54,DEL
EMSR387_AOI01_61,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_61,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3653808,21221,24219,5451,0.66,25.69,DEL
EMSR387_AOI01_11,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_11,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3643440,305021,94545,1117,2.59,0.37,DEL
EMSR387_AOI01_65,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_65,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3651852,49,75529,7,2.07,14.29,DEL
EMSR387_AOI01_57,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_57,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3642600,1603674,485,289,0.01,0.02,DEL
EMSR387_AOI01_62,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_62,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3642432,367134,0,0,0.0,0.0,DEL
EMSR387_AOI01_19,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_19,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3637626,871361,10705,577,0.29,0.07,DEL
EMSR387_AOI01_38,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_38,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3654300,637366,25019,9278,0.68,1.46,DEL
EMSR387_AOI01_51,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_51,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3640812,560726,129,0,0.0,0.0,DEL
EMSR387_AOI01_42,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_42,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3648528,502924,204280,9700,5.6,1.93,DEL
EMSR387_AOI01_06,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_06,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3637854,577256,108388,21464,2.98,3.72,DEL
EMSR387_AOI01_44,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_44,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3656096,0,13467,0,0.37,0,DEL
EMSR387_AOI01_53,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_53,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3646419,320150,3032,0,0.08,0.0,DEL
EMSR387_AOI01_13,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_13,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3633930,8041,115101,0,3.17,0.0,DEL
EMSR387_AOI01_05,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_05,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3635973,234366,405226,25493,11.14,10.88,DEL
EMSR387_AOI01_47,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_47,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3646579,2211056,233578,117536,6.41,5.32,DEL
EMSR387_AOI01_40,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_40,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3642912,499074,538519,6494,14.78,1.3,DEL
EMSR387_AOI01_10,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_10,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3639680,637760,48398,23213,1.33,3.64,DEL
EMSR387_AOI01_41,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_41,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3646656,835848,588720,26623,16.14,3.19,DEL
EMSR387_AOI01_03,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_03,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3641722,0,4531,0,0.12,0,DEL
EMSR387_AOI01_52,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_52,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3644550,1189294,3089,3069,0.08,0.26,DEL
EMSR387_AOI01_31,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_31,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3652572,206950,29600,3356,0.81,1.62,DEL
EMSR387_AOI01_64,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_64,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3649985,171253,1343,10,0.04,0.01,DEL
EMSR387_AOI01_21,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_21,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3643257,1939939,50991,22975,1.4,1.18,DEL
EMSR387_AOI01_28,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_28,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3643125,177090,204246,22089,5.61,12.47,DEL
EMSR387_AOI01_50,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_50,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3638943,0,58,0,0.0,0,DEL
EMSR387_AOI01_36,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_36,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3648678,1126147,151239,16583,4.15,1.47,DEL
EMSR387_AOI01_17,../../data/dataSuboptimal/smoke/EMSR387/AOI01/EMSR387_AOI01_17,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z,3645198,0,196,0,0.01,0,DEL
