EMSR,AOI,folderType,folderPath,activationDate,suggested_startDate,suggested_endDate
EMSR239,AOI01,optimal,dataOptimal/,2017-09-12T00:00:00.000,2017-09-11T10:00:00Z,2017-09-20T10:00:00Z
EMSR242,AOI01,optimal,dataOptimal/,2017-09-24T00:00:00.000,2017-09-13T10:00:00Z,2017-09-24T10:00:00Z
EMSR247,AOI01,optimal,dataOptimal/,2017-09-25T00:00:00.000,2017-10-06T10:00:00Z,2017-10-08T10:00:00Z
EMSR248,AOI01,optimal,dataOptimal/,2017-08-08T00:00:00.000,2017-08-07T10:00:00Z,2017-08-12T10:00:00Z
EMSR248,AOI02,optimal,dataOptimal/,2017-09-19T00:00:00.000,2017-09-15T10:00:00Z,2017-09-22T10:00:00Z
EMSR248,AOI03,optimal,dataOptimal/,2017-08-28T00:00:00.000,2017-09-03T10:00:00Z,2017-09-05T10:00:00Z
EMSR248,AOI04,optimal,dataOptimal/,2017-09-04T00:00:00.000,2017-09-01T10:00:00Z,2017-09-09T10:00:00Z
EMSR250,AOI01,optimal,dataOptimal/,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z
EMSR250,AOI02,optimal,dataOptimal/,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z
EMSR250,AOI03,optimal,dataOptimal/,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z
EMSR250,AOI04,optimal,dataOptimal/,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z
EMSR252,AOI01,optimal,dataOptimal/,2017-10-24T00:00:00.000,2017-10-23T10:00:00Z,2017-10-25T10:00:00Z
EMSR253,AOI01,optimal,dataOptimal/,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z
EMSR253,AOI02,optimal,dataOptimal/,2017-10-30T00:00:00.000,2017-10-31T10:00:00Z,2017-11-02T10:00:00Z
EMSR253,AOI03,optimal,dataOptimal/,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z
EMSR253,AOI04,optimal,dataOptimal/,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z
EMSR253,AOI05,optimal,dataOptimal/,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z
EMSR253,AOI06,optimal,dataOptimal/,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z
EMSR254,AOI01,optimal,dataOptimal/,2017-10-15T00:00:00.000,2017-10-15T10:00:00Z,2017-10-23T10:00:00Z
EMSR254,AOI02,optimal,dataOptimal/,2017-10-15T00:00:00.000,2017-10-15T10:00:00Z,2017-10-23T10:00:00Z
EMSR254,AOI03,optimal,dataOptimal/,2017-11-06T00:00:00.000,2017-11-01T10:00:00Z,2017-11-07T10:00:00Z
EMSR254,AOI04,optimal,dataOptimal/,2017-11-06T00:00:00.000,2017-11-01T10:00:00Z,2017-11-07T10:00:00Z
EMSR259,AOI01,optimal,dataOptimal/,2017-12-05T00:00:00.000,2017-12-13T10:00:00Z,2017-12-25T10:00:00Z
EMSR278,AOI01,optimal,dataOptimal/,2018-04-08T00:00:00.000,2018-04-15T10:00:00Z,2018-04-17T10:00:00Z
EMSR281,AOI01,optimal,dataOptimal/,2018-04-15T00:00:00.000,2018-04-24T10:00:00Z,2018-04-28T10:00:00Z
EMSR281,AOI02,optimal,dataOptimal/,2018-04-15T00:00:00.000,2018-05-25T10:00:00Z,2018-05-27T10:00:00Z
EMSR288,AOI01,optimal,dataOptimal/,2018-06-02T00:00:00.000,2018-05-17T10:00:00Z,2018-05-21T10:00:00Z
EMSR290,AOI03,optimal,dataOptimal/,2018-06-09T00:00:00.000,2018-06-09T10:00:00Z,2018-06-12T10:00:00Z
EMSR291,AOI01,optimal,dataOptimal/,2018-07-11T00:00:00.000,2018-07-13T10:00:00Z,2018-07-15T10:00:00Z
EMSR291,AOI02,optimal,dataOptimal/,2018-07-11T00:00:00.000,2018-07-03T10:00:00Z,2018-07-06T10:00:00Z
EMSR295,AOI01,optimal,dataOptimal/,2018-07-05T00:00:00.000,2018-07-05T10:00:00Z,2018-07-22T10:00:00Z
EMSR298,AOI02,optimal,dataOptimal/,2018-07-16T00:00:00.000,2018-07-23T10:00:00Z,2018-07-25T10:00:00Z
EMSR298,AOI05,optimal,dataOptimal/,2018-07-16T00:00:00.000,2018-07-25T10:00:00Z,2018-07-28T10:00:00Z
EMSR298,AOI06,optimal,dataOptimal/,2018-07-16T00:00:00.000,2018-07-25T10:00:00Z,2018-07-28T10:00:00Z
EMSR299,AOI01,optimal,dataOptimal/,2018-07-27T00:00:00.000,2018-07-27T10:00:00Z,2018-08-02T10:00:00Z
EMSR300,AOI01,optimal,dataOptimal/,2018-07-30T00:00:00.000,2018-08-06T10:00:00Z,2018-08-08T10:00:00Z
EMSR300,AOI02,optimal,dataOptimal/,2018-07-25T00:00:00.000,2018-07-25T10:00:00Z,2018-08-05T10:00:00Z
EMSR302,AOI01,optimal,dataOptimal/,2018-08-05T00:00:00.000,2018-08-06T10:00:00Z,2018-08-11T10:00:00Z
EMSR303,AOI01,optimal,dataOptimal/,2018-08-10T00:00:00.000,2018-08-10T10:00:00Z,2018-08-15T10:00:00Z
EMSR305,AOI01,optimal,dataOptimal/,2018-08-11T00:00:00.000,2018-08-20T10:00:00Z,2018-08-29T10:00:00Z
EMSR306,AOI01,optimal,dataOptimal/,2018-08-15T00:00:00.000,2018-08-20T10:00:00Z,2018-08-23T10:00:00Z
EMSR307,AOI01,optimal,dataOptimal/,2018-08-29T00:00:00.000,2018-09-09T10:00:00Z,2018-09-25T10:00:00Z
EMSR315,AOI01,optimal,dataOptimal/,2018-09-21T10:00:00.000,2018-09-21T10:00:00Z,2018-10-12T10:00:00Z
EMSR316,AOI01,optimal,dataOptimal/,2018-09-28T10:00:00.000,2018-09-25T10:00:00Z,2018-10-19T10:00:00Z
EMSR331,AOI01,optimal,dataOptimal/,2018-10-29T10:00:00.000,2018-11-02T10:00:00Z,2018-11-15T10:00:00Z
EMSR344,AOI01,optimal,dataOptimal/,2019-02-27T10:00:00.000,2019-03-02T23:00:00Z,2019-03-04T10:00:00Z
EMSR353,AOI01,optimal,dataOptimal/,2019-04-22T10:00:00.000,2019-04-22T10:00:00Z,2019-04-30T10:00:00Z
EMSR360,AOI01,optimal,dataOptimal/,2019-05-15T16:00:00.000,2019-05-15T16:00:00Z,2019-05-27T16:00:00Z
EMSR362,AOI01,optimal,dataOptimal/,2019-06-01T15:30:00.000,2019-06-01T15:30:00Z,2019-06-08T15:30:00Z
EMSR363,AOI01,optimal,dataOptimal/,2019-06-09T02:00:00.000,2019-06-09T02:00:00Z,2019-06-17T02:00:00Z
EMSR365,AOI01,optimal,dataOptimal/,2019-06-26T12:30:00.000,2019-06-26T12:30:00Z,2019-07-04T12:30:00Z
EMSR366,AOI01,optimal,dataOptimal/,2019-06-30T18:30:00.000,2019-06-30T18:30:00Z,2019-07-29T18:30:00Z
EMSR367,AOI01,optimal,dataOptimal/,2019-06-28T18:00:00.000,2019-06-28T18:00:00Z,2019-07-02T18:00:00Z
EMSR368,AOI01,optimal,dataOptimal/,2019-06-28T11:30:00.000,2019-06-28T11:30:00Z,2019-07-05T11:30:00Z
EMSR369,AOI01,optimal,dataOptimal/,2019-07-04T11:30:00.000,2019-07-14T11:30:00Z,2019-07-23T11:30:00Z
EMSR369,AOI02,optimal,dataOptimal/,2019-07-04T11:30:00.000,2019-07-14T11:30:00Z,2019-07-23T11:30:00Z
EMSR369,AOI03,optimal,dataOptimal/,2019-07-04T11:30:00.000,2019-07-14T11:30:00Z,2019-07-23T11:30:00Z
EMSR370,AOI01,optimal,dataOptimal/,2019-07-13T06:30:00.000,2019-07-16T06:30:00Z,2019-07-19T06:30:00Z
EMSR371,AOI01,optimal,dataOptimal/,2019-07-13T08:00:00.000,2019-07-15T08:00:00Z,2019-07-19T08:00:00Z
EMSR372,AOI04,optimal,dataOptimal/,2019-07-20T22:00:00.000,2019-07-20T22:00:00Z,2019-07-27T22:00:00Z
EMSR373,AOI01,optimal,dataOptimal/,2019-07-23T13:00:00.000,2019-07-26T13:00:00Z,2019-07-29T13:00:00Z
EMSR374,AOI01,optimal,dataOptimal/,2019-08-02T18:00:00.000,2019-08-02T18:00:00Z,2019-08-10T18:00:00Z
EMSR375,AOI01,optimal,dataOptimal/,2019-08-04T15:00:00.000,2019-08-06T15:00:00Z,2019-08-16T15:00:00Z
EMSR377,AOI01,optimal,dataOptimal/,2019-08-06T07:00:00.000,2019-08-06T07:00:00Z,2019-08-09T07:00:00Z
EMSR378,AOI01,optimal,dataOptimal/,2019-08-12T17:00:00.000,2019-08-17T17:00:00Z,2019-08-19T17:00:00Z
EMSR380,AOI01,optimal,dataOptimal/,2019-08-13T03:30:00.000,2019-08-23T03:30:00Z,2019-08-27T03:30:00Z
EMSR381,AOI01,optimal,dataOptimal/,2019-08-12T23:00:00.000,2019-08-12T23:00:00Z,2019-08-17T23:00:00Z
EMSR382,AOI01,optimal,dataOptimal/,2019-08-17T00:00:00.000,2019-08-28T00:00:00Z,2019-08-30T00:00:00Z
EMSR383,AOI01,subOptimal_FEP,dataSuboptimal/FEP/,2019-08-01T10:00:00.000,2019-08-10T10:00:00Z,2019-09-21T10:00:00Z
EMSR383,AOI03,subOptimal_FEP,dataSuboptimal/FEP/,2019-08-01T10:00:00.000,2019-08-10T10:00:00Z,2019-09-21T10:00:00Z
EMSR383,AOI04,subOptimal_FEP,dataSuboptimal/FEP/,2019-08-01T10:00:00.000,2019-08-10T10:00:00Z,2019-09-21T10:00:00Z
EMSR386,AOI01,optimal,dataOptimal/,2019-09-05T11:30:00.000,2019-09-07T00:00:00Z,2019-09-10T11:30:00Z
EMSR387,AOI01,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-08-23T08:00:00.000,2019-09-02T08:00:00Z,2019-10-22T08:00:00Z
EMSR387,AOI02,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-08-23T08:00:00.000,2019-09-02T08:00:00Z,2019-10-22T08:00:00Z
EMSR389,AOI01,optimal,dataOptimal/,2019-09-14T16:00:00.000,2019-09-14T16:00:00Z,2019-09-17T16:00:00Z
EMSR390,AOI01,optimal,dataOptimal/,2019-09-15T12:30:00.000,2019-09-15T12:30:00Z,2019-09-17T12:30:00Z
EMSR396,AOI01,optimal,dataOptimal/,2019-10-15T01:00:00.000,2019-10-15T01:00:00Z,2019-11-08T01:00:00Z
EMSR396,AOI02,optimal,dataOptimal/,2019-10-16T01:00:00.000,2019-10-16T01:00:00Z,2019-11-08T01:00:00Z
EMSR396,AOI03,optimal,dataOptimal/,2019-10-22T01:00:00.000,2019-10-22T01:00:00Z,2019-11-10T01:00:00Z
EMSR401,AOI01,optimal,dataOptimal/,2019-10-22T15:00:00.000,2019-10-22T15:00:00Z,2019-11-01T15:00:00Z
EMSR401,AOI02,optimal,dataOptimal/,2019-10-22T15:00:00.000,2019-10-22T15:00:00Z,2019-11-03T15:00:00Z
EMSR403,AOI01,optimal,dataOptimal/,2019-11-01T00:00:00.000,2019-11-01T00:00:00Z,2019-11-08T00:00:00Z
EMSR408,AOI01,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-23T00:00:00Z,2019-12-05T00:00:00Z
EMSR408,AOI02,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-23T00:00:00Z,2019-12-05T00:00:00Z
EMSR408,AOI03,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-12-01T00:00:00Z,2019-12-31T00:00:00Z
EMSR408,AOI04,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-15T00:00:00Z,2019-11-17T00:00:00Z
EMSR408,AOI05,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-12-03T00:00:00Z,2019-12-31T00:00:00Z
EMSR408,AOI06,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-14T00:00:00Z,2019-11-17T00:00:00Z
EMSR408,AOI07,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2019-12-05T00:00:00Z
EMSR408,AOI08,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-15T00:00:00Z,2019-12-05T00:00:00Z
EMSR408,AOI09,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-15T00:00:00Z,2019-11-17T00:00:00Z
EMSR408,AOI11,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-15T00:00:00Z,2019-12-05T00:00:00Z
EMSR408,AOI14,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-12-22T00:00:00Z,2020-01-01T00:00:00Z
EMSR426,AOI01,optimal,dataOptimal/,2020-02-08T07:00:00.000,2020-02-08T07:00:00Z,2020-02-14T07:00:00Z
EMSR426,AOI02,optimal,dataOptimal/,2020-02-08T07:00:00.000,2020-02-25T07:00:00Z,2020-02-27T07:00:00Z
EMSR428,AOI01,optimal,dataOptimal/,2020-02-22T18:30:00.000,2020-02-26T18:30:00Z,2020-03-03T18:30:00Z
EMSR430,AOI01,optimal,dataOptimal/,2020-02-23T17:30:00.000,2020-02-28T17:30:00Z,2020-03-01T20:30:00Z
EMSR435,AOI01,optimal,dataOptimal/,2020-05-01T00:00:00.000,2020-06-05T00:00:00Z,2020-06-07T00:00:00Z
EMSR436,AOI01,optimal,dataOptimal/,2020-04-28T16:00:00.000,2020-05-13T16:00:00Z,2020-05-15T16:00:00Z
EMSR440,AOI01,optimal,dataOptimal/,2020-05-29T00:00:00.000,2020-05-29T00:00:00Z,2020-06-08T00:00:00Z
EMSR443,AOI01,optimal,dataOptimal/,2020-06-19T13:00:00.000,2020-06-22T13:00:00Z,2020-06-24T13:00:00Z
EMSR447,AOI01,optimal,dataOptimal/,2020-07-22T13:00:00.000,2020-07-23T13:00:00Z,2020-07-25T13:00:00Z
EMSR448,AOI01,optimal,dataOptimal/,2020-07-25T15:30:00.000,2020-07-25T15:30:00Z,2020-08-04T15:30:00Z
EMSR449,AOI01,optimal,dataOptimal/,2020-07-30T12:00:00.000,2020-08-12T12:00:00Z,2020-08-14T12:00:00Z
EMSR453,AOI01,optimal,dataOptimal/,2020-08-01T12:00:00.000,2020-08-13T12:00:00Z,2020-08-15T12:00:00Z
EMSR455,AOI01,optimal,dataOptimal/,2020-08-22T16:00:00.000,2020-08-27T16:00:00Z,2020-08-29T16:00:00Z
EMSR457,AOI01,optimal,dataOptimal/,2020-08-31T14:30:00.000,2020-09-02T14:30:00Z,2020-09-04T14:30:00Z
EMSR458,AOI01,optimal,dataOptimal/,2020-08-27T18:30:00.000,2020-09-02T18:30:00Z,2020-09-03T18:30:00Z
EMSR462,AOI01,optimal,dataOptimal/,2020-09-07T12:00:00.000,2020-10-10T12:00:00Z,2020-10-12T12:00:00Z
EMSR463,AOI01,optimal,dataOptimal/,2020-09-13T14:00:00.000,2020-09-20T14:00:00Z,2020-09-22T14:00:00Z
EMSR500,AOI01,optimal,dataOptimal/,2021-02-05T00:00:00.000,2021-02-19T00:00:00Z,2021-02-21T00:00:00Z
EMSR506,AOI01,optimal,dataOptimal/,2021-03-24T22:30:00.000,2021-03-24T22:30:00Z,2021-04-07T22:30:00Z
EMSR508,AOI01,optimal,dataOptimal/,2021-04-09T08:00:00.000,2021-04-13T08:00:00Z,2021-04-15T08:00:00Z
EMSR510,AOI01,optimal,dataOptimal/,2021-05-19T23:00:00.000,2021-05-22T23:00:00Z,2021-05-24T23:00:00Z
EMSR512,AOI01,optimal,dataOptimal/,2021-05-24T10:00:00.000,2021-05-25T10:00:00Z,2021-06-18T10:00:00Z
EMSR515,AOI01,optimal,dataOptimal/,2021-07-03T12:00:00.000,2021-07-16T12:00:00Z,2021-07-18T12:00:00Z
EMSR516,AOI01,optimal,dataOptimal/,2021-07-03T11:30:00.000,2021-07-06T11:30:00Z,2021-07-08T11:30:00Z
EMSR521,AOI01,optimal,dataOptimal/,2021-07-15T14:00:00.000,2021-07-17T14:00:00Z,2021-07-24T14:00:00Z
EMSR522,AOI01,optimal,dataOptimal/,2021-07-24T14:00:00.000,2021-07-26T14:00:00Z,2021-07-28T14:00:00Z
EMSR523,AOI02,optimal,dataOptimal/,2021-07-24T10:00:00.000,2021-07-29T10:00:00Z,2021-07-31T10:00:00Z
EMSR523,AOI05,optimal,dataOptimal/,2021-07-24T10:00:00.000,2021-07-29T10:00:00Z,2021-07-31T10:00:00Z
EMSR523,AOI07,optimal,dataOptimal/,2021-07-24T10:00:00.000,2021-07-29T10:00:00Z,2021-07-31T10:00:00Z
EMSR523,AOI08,optimal,dataOptimal/,2021-07-24T10:00:00.000,2021-07-31T10:00:00Z,2021-08-02T10:00:00Z
EMSR523,AOI09,optimal,dataOptimal/,2021-07-24T10:00:00.000,2021-07-29T10:00:00Z,2021-07-31T10:00:00Z
EMSR524,AOI01,optimal,dataOptimal/,2021-07-26T06:30:00.000,2021-09-03T06:30:00Z,2021-09-05T06:30:00Z
EMSR525,AOI01,optimal,dataOptimal/,2021-07-31T13:00:00.000,2021-08-01T00:00:00Z,2021-08-03T00:00:00Z
EMSR526,AOI01,optimal,dataOptimal/,2021-08-01T16:00:00.000,2021-08-01T16:00:00Z,2021-08-03T16:00:00Z
EMSR527,AOI01,optimal,dataOptimal/,2021-08-03T13:30:00.000,2021-08-15T13:30:00Z,2021-08-17T13:30:00Z
EMSR527,AOI02,optimal,dataOptimal/,2021-08-03T13:30:00.000,2021-08-07T13:30:00Z,2021-08-09T13:30:00Z
EMSR528,AOI01,optimal,dataOptimal/,2021-08-04T10:00:00.000,2021-08-24T10:00:00Z,2021-08-27T10:00:00Z
EMSR529,AOI01,optimal,dataOptimal/,2021-08-05T14:00:00.000,2021-08-15T14:00:00Z,2021-08-17T14:00:00Z
EMSR529,AOI02,optimal,dataOptimal/,2021-08-05T14:00:00.000,2021-08-08T14:00:00Z,2021-08-10T14:00:00Z
EMSR529,AOI03,optimal,dataOptimal/,2021-08-05T14:00:00.000,2021-08-15T14:00:00Z,2021-08-17T14:00:00Z
EMSR529,AOI04,optimal,dataOptimal/,2021-08-05T14:00:00.000,2021-09-24T14:00:00Z,2021-09-26T14:00:00Z
EMSR529,AOI05,optimal,dataOptimal/,2021-08-05T14:00:00.000,2021-08-08T14:00:00Z,2021-08-10T14:00:00Z
EMSR530,AOI01,optimal,dataOptimal/,2021-08-05T12:30:00.000,2021-08-15T12:30:00Z,2021-08-17T12:30:00Z
EMSR531,AOI01,optimal,dataOptimal/,2021-08-03T13:30:00.000,2021-08-15T13:30:00Z,2021-08-17T13:30:00Z
EMSR532,AOI01,optimal,dataOptimal/,2021-08-04T17:00:00.000,2021-08-12T17:00:00Z,2021-08-18T17:00:00Z
EMSR533,AOI01,optimal,dataOptimal/,2021-08-11T10:00:00.000,2021-08-21T10:00:00Z,2021-08-23T10:00:00Z
EMSR533,AOI02,optimal,dataOptimal/,2021-08-11T10:00:00.000,2021-08-13T10:00:00Z,2021-08-15T10:00:00Z
EMSR534,AOI01,optimal,dataOptimal/,2021-08-08T10:00:00.000,2021-09-15T00:00:00Z,2021-09-17T18:00:00Z
EMSR535,AOI02,optimal,dataOptimal/,2021-08-10T00:00:00.000,2021-09-02T00:00:00Z,2021-09-04T00:00:00Z
EMSR535,AOI04,optimal,dataOptimal/,2021-08-10T00:00:00.000,2021-08-13T00:00:00Z,2021-08-15T00:00:00Z
EMSR535,AOI05,optimal,dataOptimal/,2021-08-16T00:00:00.000,2021-09-12T00:00:00Z,2021-09-14T00:00:00Z
EMSR537,AOI01,optimal,dataOptimal/,2021-08-21T20:00:00.000,2021-08-23T20:00:00Z,2021-08-31T20:00:00Z
EMSR538,AOI01,optimal,dataOptimal/,2021-08-14T09:00:00.000,2021-08-18T09:00:00Z,2021-08-20T09:00:00Z
EMSR539,AOI01,optimal,dataOptimal/,2021-08-14T23:00:00.000,2021-08-14T23:00:00Z,2021-08-18T23:00:00Z
EMSR540,AOI01,optimal,dataOptimal/,2021-08-16T09:30:00.000,2021-08-25T09:30:00Z,2021-08-27T09:30:00Z
EMSR541,AOI01,optimal,dataOptimal/,2021-08-16T19:00:00.000,2021-08-21T19:00:00Z,2021-08-23T19:00:00Z
EMSR542,AOI01,optimal,dataOptimal/,2021-08-16T07:30:00.000,2021-08-19T07:30:00Z,2021-08-24T07:30:00Z
EMSR543,AOI01,optimal,dataOptimal/,2021-08-17T20:00:00.000,2021-08-17T20:00:00Z,2021-08-25T20:00:00Z
EMSR544,AOI01,optimal,dataOptimal/,2021-09-10T20:00:00.000,2021-09-20T20:00:00Z,2021-09-22T20:00:00Z
EMSR545,AOI01,optimal,dataOptimal/,2021-09-08T22:30:00.000,2021-09-17T22:30:00Z,2021-09-19T22:30:00Z
EMSR547,AOI01,optimal,dataOptimal/,2021-09-23T13:00:00.000,2021-10-08T13:00:00Z,2021-10-10T13:00:00Z
EMSR549,AOI01,subOptimal_FEP,dataSuboptimal/FEP/,2021-10-25T00:00:00.000,2021-10-30T00:00:00Z,2021-11-04T00:00:00Z
EMSR560,AOI01,optimal,dataOptimal/,2022-01-21T15:00:00.000,2022-01-21T15:00:00Z,2022-02-17T15:00:00Z
EMSR571,AOI01,optimal,dataOptimal/,2022-03-25T20:00:00.000,2022-05-13T20:00:00Z,2022-05-15T20:00:00Z
EMSR571,AOI02,optimal,dataOptimal/,2022-04-10T20:00:00.000,2022-04-24T20:00:00Z,2022-05-15T20:00:00Z
EMSR573,AOI01,optimal,dataOptimal/,2022-05-12T10:30:00.000,2022-05-18T10:30:00Z,2022-05-20T10:30:00Z
EMSR576,AOI01,optimal,dataOptimal/,2022-06-04T13:00:00.000,2022-06-08T13:00:00Z,2022-06-10T13:00:00Z
