EMSR,AOI,folderType,folderPath,activationDate,suggested_startDate,suggested_endDate
EMSR307,AOI01,optimal,dataOptimal/,2018-08-29T00:00:00.000,2018-08-29T10:00:00Z,2018-09-30T10:00:00Z
EMSR315,AOI01,optimal,dataOptimal/,2018-09-21T10:00:00.000,2018-09-21T10:00:00Z,2018-10-29T10:00:00Z
EMSR316,AOI01,optimal,dataOptimal/,2018-09-28T10:00:00.000,2018-09-28T10:00:00Z,2018-10-29T10:00:00Z
EMSR331,AOI01,optimal,dataOptimal/,2018-10-29T10:00:00.000,2018-11-02T10:00:00Z,2018-12-15T10:00:00Z
EMSR344,AOI01,optimal,dataOptimal/,2019-02-27T10:00:00.000,2019-02-27T10:00:00Z,2019-03-27T10:00:00Z
EMSR353,AOI01,optimal,dataOptimal/,2019-04-22T10:00:00.000,2019-04-22T10:00:00Z,2019-05-22T10:00:00Z
EMSR360,AOI01,optimal,dataOptimal/,2019-05-15T16:00:00.000,2019-05-15T16:00:00Z,2019-06-14T16:00:00Z
EMSR362,AOI01,optimal,dataOptimal/,2019-06-01T15:30:00.000,2019-06-01T15:30:00Z,2019-07-01T15:30:00Z
EMSR363,AOI01,optimal,dataOptimal/,2019-06-09T02:00:00.000,2019-06-09T02:00:00Z,2019-07-03T02:00:00Z
EMSR365,AOI01,optimal,dataOptimal/,2019-06-26T12:30:00.000,2019-06-26T12:30:00Z,2019-07-26T12:30:00Z
EMSR366,AOI01,subOptimal_FEP,dataSuboptimal/FEP/,2019-06-30T18:30:00.000,2019-06-30T18:30:00Z,2019-07-30T18:30:00Z
EMSR367,AOI01,optimal,dataOptimal/,2019-06-28T18:00:00.000,2019-06-28T18:00:00Z,2019-07-28T18:00:00Z
EMSR368,AOI01,optimal,dataOptimal/,2019-06-28T11:30:00.000,2019-06-28T11:30:00Z,2019-07-28T11:30:00Z
EMSR369,AOI01,optimal,dataOptimal/,2019-07-04T11:30:00.000,2019-07-14T11:30:00Z,2019-08-23T11:30:00Z
EMSR369,AOI01,subOptimal_smoke,dataSuboptimal/smoke/,2019-07-04T11:30:00.000,2019-07-04T11:30:00Z,2019-08-03T11:30:00Z
EMSR369,AOI02,optimal,dataOptimal/,2019-07-04T11:30:00.000,2019-07-14T11:30:00Z,2019-08-23T11:30:00Z
EMSR369,AOI02,subOptimal_smoke,dataSuboptimal/smoke/,2019-07-04T11:30:00.000,2019-07-04T11:30:00Z,2019-08-03T11:30:00Z
EMSR369,AOI03,optimal,dataOptimal/,2019-07-04T11:30:00.000,2019-07-14T11:30:00Z,2019-08-23T11:30:00Z
EMSR369,AOI03,subOptimal_smoke,dataSuboptimal/smoke/,2019-07-04T11:30:00.000,2019-07-04T11:30:00Z,2019-08-03T11:30:00Z
EMSR370,AOI01,optimal,dataOptimal/,2019-07-13T06:30:00.000,2019-07-13T06:30:00Z,2019-08-12T06:30:00Z
EMSR371,AOI01,optimal,dataOptimal/,2019-07-13T08:00:00.000,2019-07-13T08:00:00Z,2019-08-12T08:00:00Z
EMSR372,AOI04,optimal,dataOptimal/,2019-07-20T22:00:00.000,2019-07-20T22:00:00Z,2019-08-19T22:00:00Z
EMSR373,AOI01,optimal,dataOptimal/,2019-07-23T13:00:00.000,2019-07-23T13:00:00Z,2019-08-22T13:00:00Z
EMSR374,AOI01,subOptimal_cloudyClean,dataSuboptimal/cloudyClean/,2019-08-02T18:00:00.000,2019-08-02T18:00:00Z,2019-09-15T18:00:00Z
EMSR375,AOI01,optimal,dataOptimal/,2019-08-04T15:00:00.000,2019-08-04T15:00:00Z,2019-09-03T15:00:00Z
EMSR377,AOI01,optimal,dataOptimal/,2019-08-06T07:00:00.000,2019-08-06T07:00:00Z,2019-09-05T07:00:00Z
EMSR378,AOI01,optimal,dataOptimal/,2019-08-12T17:00:00.000,2019-08-12T17:00:00Z,2019-10-01T17:00:00Z
EMSR379,AOI01,optimal,dataOptimal/,2019-08-10T13:30:00.000,2019-08-10T13:30:00Z,2019-09-09T13:30:00Z
EMSR380,AOI01,optimal,dataOptimal/,2019-08-13T03:30:00.000,2019-08-13T03:30:00Z,2019-09-12T03:30:00Z
EMSR381,AOI01,optimal,dataOptimal/,2019-08-12T23:00:00.000,2019-08-12T23:00:00Z,2019-09-11T23:00:00Z
EMSR382,AOI01,subOptimal_cloudyClean,dataSuboptimal/cloudyClean/,2019-08-24T00:00:00.000,2019-08-28T00:00:00Z,2019-10-30T00:00:00Z
EMSR383,AOI01,subOptimal_FEP,dataSuboptimal/FEP/,2019-08-01T10:00:00.000,2019-08-10T10:00:00Z,2019-09-21T10:00:00Z
EMSR383,AOI03,subOptimal_FEP,dataSuboptimal/FEP/,2019-08-01T10:00:00.000,2019-08-10T10:00:00Z,2019-09-21T10:00:00Z
EMSR383,AOI04,subOptimal_FEP,dataSuboptimal/FEP/,2019-08-01T10:00:00.000,2019-08-10T10:00:00Z,2019-09-21T10:00:00Z
EMSR386,AOI01,optimal,dataOptimal/,2019-09-05T11:30:00.000,2019-09-05T11:30:00Z,2019-10-05T11:30:00Z
EMSR387,AOI01,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-08-23T08:00:00.000,2019-09-02T08:00:00Z,2019-10-22T08:00:00Z
EMSR387,AOI01,subOptimal_smoke,dataSuboptimal/smoke/,2019-08-23T08:00:00.000,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z
EMSR387,AOI02,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-08-23T08:00:00.000,2019-09-02T08:00:00Z,2019-10-22T08:00:00Z
EMSR387,AOI02,subOptimal_smoke,dataSuboptimal/smoke/,2019-08-23T08:00:00.000,2019-08-23T08:00:00Z,2019-09-22T08:00:00Z
EMSR389,AOI01,optimal,dataOptimal/,2019-09-14T16:00:00.000,2019-09-14T16:00:00Z,2019-10-14T16:00:00Z
EMSR390,AOI01,optimal,dataOptimal/,2019-09-15T12:30:00.000,2019-09-15T12:30:00Z,2019-11-04T12:30:00Z
EMSR394,AOI01,optimal,dataOptimal/,2019-09-20T08:00:00.000,2019-10-01T08:00:00Z,2019-10-13T08:00:00Z
EMSR396,AOI01,optimal,dataOptimal/,2019-10-15T01:00:00.000,2019-10-15T01:00:00Z,2019-11-14T01:00:00Z
EMSR396,AOI02,optimal,dataOptimal/,2019-10-16T01:00:00.000,2019-10-16T01:00:00Z,2019-11-14T01:00:00Z
EMSR396,AOI03,optimal,dataOptimal/,2019-10-22T01:00:00.000,2019-10-22T01:00:00Z,2019-11-22T01:00:00Z
EMSR401,AOI01,optimal,dataOptimal/,2019-10-22T15:00:00.000,2019-10-22T15:00:00Z,2019-11-21T15:00:00Z
EMSR401,AOI02,optimal,dataOptimal/,2019-10-22T15:00:00.000,2019-10-22T15:00:00Z,2019-11-21T15:00:00Z
EMSR403,AOI01,optimal,dataOptimal/,2019-11-01T00:00:00.000,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z
EMSR403,AOI01,subOptimal_smoke,dataSuboptimal/smoke/,2019-10-27T00:00:00.000,2019-10-27T00:00:00Z,2019-11-26T00:00:00Z
EMSR408,AOI01,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI01,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI02,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI02,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI03,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI03,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI04,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI04,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI05,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI05,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI06,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI06,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI07,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI07,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI08,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI08,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI09,optimal,dataOptimal/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI09,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI11,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI11,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI12,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI12,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI13,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI13,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR408,AOI14,subOptimal_cloudy,dataSuboptimal/cloudy/,2019-11-06T00:00:00.000,2019-11-21T00:00:00Z,2020-01-10T00:00:00Z
EMSR408,AOI14,subOptimal_smoke,dataSuboptimal/smoke/,2019-11-06T00:00:00.000,2019-11-06T00:00:00Z,2019-12-06T00:00:00Z
EMSR426,AOI01,optimal,dataOptimal/,2020-02-08T07:00:00.000,2020-02-08T07:00:00Z,2020-03-09T07:00:00Z
EMSR426,AOI02,optimal,dataOptimal/,2020-02-08T07:00:00.000,2020-02-08T07:00:00Z,2020-03-29T07:00:00Z
EMSR428,AOI01,optimal,dataOptimal/,2020-02-26T18:30:00.000,2020-02-28T18:30:00Z,2020-03-23T18:30:00Z
EMSR430,AOI01,optimal,dataOptimal/,2020-02-23T17:30:00.000,2020-02-23T17:30:00Z,2020-03-24T17:30:00Z
EMSR435,AOI01,optimal,dataOptimal/,2020-05-01T00:00:00.000,2020-05-01T00:00:00Z,2020-06-15T00:00:00Z
EMSR435,AOI01,subOptimal_smoke,dataSuboptimal/smoke/,2020-04-11T00:00:00.000,2020-04-11T00:00:00Z,2020-05-11T00:00:00Z
EMSR436,AOI01,subOptimal_cloudyClean,dataSuboptimal/cloudyClean/,2020-04-28T16:00:00.000,2020-04-28T16:00:00Z,2020-06-05T16:00:00Z
EMSR440,AOI01,optimal,dataOptimal/,2020-05-29T00:00:00.000,2020-05-29T00:00:00Z,2020-07-18T00:00:00Z
EMSR443,AOI01,optimal,dataOptimal/,2020-06-19T13:00:00.000,2020-06-19T13:00:00Z,2020-07-19T13:00:00Z
EMSR447,AOI01,optimal,dataOptimal/,2020-07-22T13:00:00.000,2020-07-22T13:00:00Z,2020-08-21T13:00:00Z
EMSR448,AOI01,optimal,dataOptimal/,2020-07-25T15:30:00.000,2020-07-25T15:30:00Z,2020-08-24T15:30:00Z
EMSR449,AOI01,optimal,dataOptimal/,2020-07-30T12:00:00.000,2020-07-30T12:00:00Z,2020-08-29T12:00:00Z
EMSR453,AOI01,optimal,dataOptimal/,2020-08-01T12:00:00.000,2020-08-01T12:00:00Z,2020-08-31T12:00:00Z
EMSR455,AOI01,optimal,dataOptimal/,2020-08-22T16:00:00.000,2020-08-22T16:00:00Z,2020-09-21T16:00:00Z
EMSR457,AOI01,optimal,dataOptimal/,2020-08-31T14:30:00.000,2020-08-31T14:30:00Z,2020-09-26T14:30:00Z
EMSR458,AOI01,optimal,dataOptimal/,2020-08-27T18:30:00.000,2020-08-27T18:30:00Z,2020-09-26T18:30:00Z
EMSR462,AOI01,optimal,dataOptimal/,2020-09-07T12:00:00.000,2020-09-07T12:00:00Z,2020-10-27T12:00:00Z
EMSR463,AOI01,subOptimal_FEP,dataSuboptimal/FEP/,2020-09-13T14:00:00.000,2020-09-13T14:00:00Z,2020-10-13T14:00:00Z
EMSR500,AOI01,optimal,dataOptimal/,2021-02-05T00:00:00.000,2021-02-05T00:00:00Z,2021-03-07T00:00:00Z
